Date of Cartoon,Title,Major Subject
"Tuesday, July 13, 1976","""We bring you, live, the action from New York City, where the Democrats ...""","Presidential Election, 1976"
"Wednesday, July 14, 1976","""They laughed when I sat down at the piano --""","Presidential Election, 1976"
"Thursday, July 15, 1976",[Untitled],"Presidential Election, 1976"
"Friday, July 16, 1976",[Untitled],"Presidential Election, 1976"
"Sunday, July 18, 1976",Unscheduled Event,Canada
"Tuesday, July 20, 1976",Johnny Mushroomed,Ford Administration
"Wednesday, July 21, 1976","""A funny thing happened -- Gribbet Gribbet -- On the way through the forest""",US Economy
"Thursday, July 22, 1976","""We don't want any funny business around here""",Domestic Spying
"Friday, July 23, 1976",Behind the Great Wall,Domestic Spying
"Sunday, July 25, 1976","""All part of the service when you go with us, sir""",Ford Administration
"Tuesday, July 27, 1976","""What other special events in this decathlon?""","Presidential Election, 1976"
"Wednesday, July 28, 1976","""We haven't been able to assess the full effect yet""","Presidential Election, 1976"
"Thursday, July 29, 1976",The Flow Begins,Ford Administration
"Friday, July 30, 1976","""Guess that thrashing we gave him will show everybody we mean business""",Congress
"Sunday, August 1, 1976","""... An atmosphere that could support life ...""",Pollution
"Tuesday, August 3, 1976",Pusher,Ford Administration
"Wednesday, August 4, 1976","""Cap'n, what you need aboard is an albatross expert""","Presidential Election, 1976"
"Thursday, August 5, 1976","""You see, it's really mine, but I just don't have it locked up""","Presidential Election, 1976"
"Friday, August 6, 1976","""It's a little late to save this camel's back""",Congress
"Sunday, August 8, 1976","... Tomorrow, and Tomorrow, and Tomorrow ...",Automotive Industry
"Tuesday, August 10, 1976","""What's the latest on the Connally comeback?""","Nixon, Richard"
"Wednesday, August 11, 1976","""Disagreeing with me, eh? You must be some kind of a nut""",Ford Administration
"Thursday, August 12, 1976","""Absolutely -- We must build a united party""","Presidential Election, 1976"
"Friday, August 13, 1976","""Nope, none of our business -- Neither of them seemed to be members of the Socialist Workers Party""",Murder
"Sunday, August 15, 1976","""And if we have any gold paint left over, we can start on the monument""",Congress
"Tuesday, August 17, 1976","""Who did you say for Vice President?""","Presidential Election, 1976"
"Wednesday, August 18, 1976","""Well, kid, it was exciting while it lasted""","Presidential Election, 1976"
"Thursday, August 19, 1976","""You're all set -- As soon as that heals you'll be right back in critical condition""","Presidential Election, 1976"
"Friday, August 20, 1976","""And now, you lucky fellow, I'm going to take you in on another gold-plated deal""",Oil Industry
"Sunday, August 22, 1976","""Let's go over it again -- Say he mentions Nixon. You look puzzled and ask, 'Who?'""","Presidential Election, 1976"
"Tuesday, August 24, 1976",Detective Story,Senate
"Wednesday, August 25, 1976","Item: Sen. Dole Offers to Provide ""Bridge"" Between G.O.P. Liberals and Ford","Presidential Election, 1976"
"Thursday, August 26, 1976","""Wait a minute -- I didn't agree to debate with you""",Ford Administration
"Friday, August 27, 1976","""One thing more, Senator -- Please don't send it to us by mail""",United States Postal Service
"Tuesday, September 21, 1976","""During the debates he wants to keep up with his work""","Presidential Election, 1976"
"Wednesday, September 22, 1976","""And now the latest installment of 'Lust for Office' -- The candidates and their thoughts on family and sex""","Presidential Election, 1976"
"Thursday, September 23, 1976",[Untitled],Congress
"Friday, September 24, 1976","""... And if I may be allowed a moment for rebuttal ...""","Presidential Election, 1976"
"Sunday, September 26, 1976","""However, if they could meet on Mars, we've been getting pretty good transmission from there""","Presidential Election, 1976"
"Tuesday, September 28, 1976","""You fellows think I should have sent a floral piece?""",Chile
"Wednesday, September 29, 1976","""-- But if I were President --""","Presidential Election, 1976"
"Thursday, September 30, 1976",[Untitled],CIA
"Friday, October 1, 1976",Easy Rider,"Presidential Election, 1976"
"Sunday, October 3, 1976","""Quitting time and all's well""",Congress
"Tuesday, October 5, 1976",Latest Rose Garden Ceremony,Ford Administration
"Wednesday, October 6, 1976","""You have just said the magic word, and here's another umpty billion dollars""",Ford Administration
"Thursday, October 7, 1976","""It's not playing the way it did last year""","Presidential Election, 1976"
"Friday, October 8, 1976","""It's Ford -- He wants to know if there's anything we forgot to tell him about Eastern Europe""","Presidential Election, 1976"
"Sunday, October 10, 1976","""Not free? I can't get over it! There was dancing in the streets""","Presidential Election, 1976"
"Tuesday, October 12, 1976",Dragon's Teeth,World Stability
"Wednesday, October 13, 1976","""Ford is rocked by a left to the jaw -- Carter takes a hard right to the mouth -- Both men are hurting --""","Presidential Election, 1976"
"Thursday, October 14, 1976","""Not to worry -- On November 3, it all self-destructs""",Ford Administration
"Friday, October 15, 1976","""I believe in farm supports""","Presidential Election, 1976"
"Sunday, October 17, 1976","""Now are there any other questions?""","Presidential Election, 1976"
"Tuesday, October 19, 1976","""I was hoping we weren't going to use that well this time""","Presidential Election, 1976"
"Wednesday, October 20, 1976","""True, we're becalmed -- But on the other hand, we're not sinking""",US Economy
"Thursday, October 21, 1976","""First of all, we want to explain what we meant when we explained what we said earlier about ...""",Ford Administration
"Friday, October 22, 1976","""Nope, not voting -- I insist on having more of a choice""","Presidential Election, 1976"
"Sunday, October 24, 1976","""I just had a Halloween scare -- Saw a bunch that looked like the old 1972 crowd""","Presidential Election, 1976"
"Tuesday, October 26, 1976","""This time we could try saying 'Prosperity is at Hand'""","Presidential Election, 1976"
"Wednesday, October 27, 1976","""It's just that he seems to be so much more decent to them than to us""","Presidential Election, 1976"
"Thursday, October 28, 1976","""You wanted to have it behind us, and that's just where it is""",Watergate
"Friday, October 29, 1976","""It's like I said in 1968 and 1972 -- What difference does it make?""","Presidential Election, 1976"
"Sunday, October 31, 1976","""I, Robert J. Dole, ...""","Presidential Election, 1976"
"Tuesday, November 2, 1976","""Now to go through the suggestion box""","Presidential Election, 1976"
"Wednesday, November 3, 1976",Campaign Medal,"Presidential Election, 1976"
"Thursday, November 4, 1976",Transition,"Presidential Election, 1976"
"Friday, November 5, 1976","""That last overhaul needs and overhaul""","Presidential Election, 1976"
"Sunday, November 7, 1976","""They can't say I'm not concerned""","Presidential Election, 1976"
"Tuesday, November 9, 1976","""Made it -- And hop you'll try your luck with us again on your next trip""","Presidential Election, 1976"
"Wednesday, November 10, 1976",[Untitled],Ford Administration
"Thursday, November 11, 1976","""I hope the new manager changes this routine""",Special Interests
"Friday, November 12, 1976","""Gee, Dad, you look as if you'd seen a ghost""",Ford Administration
"Sunday, November 14, 1976","""True, you have this breathing problem, but let's also consider the python's side --""",Ford Administration
"Tuesday, November 16, 1976","""We hear it's informal dress and everyone's invited""","Presidential Election, 1976"
"Wednesday, November 17, 1976",[Untitled],World Stability
"Thursday, November 18, 1976","""Guess what? We've just discovered we won't need another rate increase after all""",United States Postal Service
"Friday, November 19, 1976","""What do you mean, 'What's for Tomorrow?'""",US Economy
"Sunday, November 21, 1976","""-- Uh -- Don't expect the walls to come tumbling down right away""",Carter Administration
"Tuesday, November 23, 1976","""It's not going to be easy""",Congress
"Wednesday, November 24, 1976","""What do you mean they don't work right? They get rid of the money, don't they?""",Ford Administration
"Thursday, November 25, 1976",Death Valley Days,Republican Party
"Friday, November 26, 1976",[Untitled],Ford Administration
"Sunday, November 28, 1976",[Untitled],"Presidential Election, 1976"
"Tuesday, November 30, 1976",[Untitled],Automotive Industry
"Wednesday, December 1, 1976",Native Bearers,Ford Administration
"Thursday, December 2, 1976","""You lucky fellow -- I just happen to have ANOTHER great buy for you""",Congress
"Friday, December 3, 1976","""It's a crime what those OPEC countries want to do -- Let's have the watch, please --""",US Economy
"Sunday, December 5, 1976","""What! Some questionable conduct at this finishing school? Tell me all about it so we can look into it together""",Congress
"Tuesday, December 7, 1976","""What you need now is a doctor who'll perform some more clever operations""",Republican Party
"Wednesday, December 8, 1976",Passive Restraint,Ford Administration
"Thursday, December 9, 1976","""We got any defense plans for this?""",Ford Administration
"Friday, December 10, 1976",[Untitled],US Economy
"Sunday, December 12, 1976","""Talk about gifts that keep on giving!""",Congress
"Tuesday, December 14, 1976","""Whew! Let's not try that route again""",Presidential Elections--Process
"Wednesday, December 15, 1976","""Just fill as many requests as you can, and send the rest along to Jimmy Carter""",Carter Administration
"Thursday, December 16, 1976","""All I want for Christmas is my two front tusks""",Republican Party
"Friday, December 17, 1976","""God rest you merry, Gentlemen""",Ford Administration
"Sunday, December 19, 1976","""Frankly, it makes me feel dizzy too""",Public Health
"Tuesday, December 21, 1976","""You lucky fellow -- I trust you'll show proper appreciation""",US Economy
"Wednesday, December 22, 1976",[Untitled],Carter Administration
"Thursday, December 23, 1976","""Who prices this stuff -- OPEC?""",US Economy
"Sunday, December 26, 1976","""This way we only lose the coastline, the fishing industry, the ocean floor, the birds, marine life ...""",Oil Industry
"Tuesday, December 28, 1976","I am optimistic that if we give it our best shot, we will come close to achieving the goals set for us 200 years ago. -- Sen. Philip Hart",In Memoriam
"Wednesday, December 29, 1976","""That guy Carter hasn't got any gratitude""",Carter Administration
"Thursday, December 30, 1976","""If you don't do what I want, I'll hold my breath till I die""",Carter Administration
"Friday, December 31, 1976","""We don't have the defense cutlets -- The welfare special isn't ready -- I'll mark what we have""",Carter Administration
